entity_id,product_type,channel,entered_date,iso_week,potential_value_vnd,final_stage,drop_transition,drop_reason
E00875,partner_application,web,2026-01-13,3,35000000,submitted,submission_to_approval,policy_check
E00876,express_application,web,2026-01-06,2,12000000,traffic,traffic_to_submission,abandoned_before_submit
E00877,standard_application,mobile_app,2026-01-01,1,40000000,traffic,traffic_to_submission,did_not_submit
E00878,standard_application,agent_referral,2026-01-01,1,23000000,traffic,traffic_to_submission,no_partner_selected
E00879,express_application,mobile_app,2026-01-16,3,6000000,traffic,traffic_to_submission,abandoned_before_submit
E00880,premium_application,mobile_app,2026-01-21,4,58000000,traffic,traffic_to_submission,duplicate_entry
E00881,standard_application,web,2026-01-22,4,20000000,traffic,traffic_to_submission,not_ready
E00882,standard_application,web,2026-01-27,5,11800000,completed,,
E00883,express_application,agent_referral,2026-01-09,2,11000000,traffic,traffic_to_submission,no_partner_selected
E00884,express_application,agent_referral,2026-01-05,2,11000000,traffic,traffic_to_submission,abandoned_before_submit
E00885,express_application,web,2026-01-18,3,12000000,traffic,traffic_to_submission,abandoned_before_submit
E00886,standard_application,agent_referral,2026-01-14,3,21000000,traffic,traffic_to_submission,abandoned_before_submit
E00887,premium_application,web,2026-01-10,2,132000000,traffic,traffic_to_submission,abandoned_before_submit
E00888,premium_application,mobile_app,2026-01-29,5,142000000,traffic,traffic_to_submission,did_not_submit
E00889,standard_application,agent_referral,2026-01-26,5,14000000,submitted,submission_to_approval,eligibility_check
E00890,premium_application,agent_referral,2026-01-13,3,143000000,submitted,submission_to_approval,docs_abandoned
E00891,premium_application,web,2026-01-29,5,67000000,traffic,traffic_to_submission,not_ready
E00892,premium_application,web,2026-01-01,1,66000000,traffic,traffic_to_submission,duplicate_entry
E00893,premium_application,web,2026-01-02,1,130000000,traffic,traffic_to_submission,did_not_submit
E00894,express_application,web,2026-01-29,5,11000000,submitted,submission_to_approval,policy_check
E00895,express_application,agent_referral,2026-01-07,2,13000000,submitted,submission_to_approval,eligibility_check
E00896,standard_application,agent_referral,2026-01-24,4,33000000,traffic,traffic_to_submission,no_partner_selected
E00897,standard_application,web,2026-01-14,3,41000000,traffic,traffic_to_submission,not_ready
E00898,standard_application,web,2026-01-29,5,15000000,traffic,traffic_to_submission,duplicate_entry
E00899,standard_application,web,2026-01-05,2,21000000,traffic,traffic_to_submission,abandoned_before_submit
E00900,standard_application,web,2026-01-21,4,43000000,traffic,traffic_to_submission,not_ready
E00901,standard_application,agent_referral,2026-01-02,1,52000000,traffic,traffic_to_submission,did_not_submit
E00902,premium_application,mobile_app,2026-01-10,2,126000000,submitted,submission_to_approval,policy_check
E00903,express_application,web,2026-01-20,4,8000000,traffic,traffic_to_submission,did_not_submit
E00904,premium_application,mobile_app,2026-01-30,5,148000000,traffic,traffic_to_submission,did_not_submit
E00905,express_application,mobile_app,2026-01-19,4,3000000,submitted,submission_to_approval,policy_check
E00906,express_application,mobile_app,2026-01-22,4,4000000,traffic,traffic_to_submission,did_not_submit
E00907,standard_application,mobile_app,2026-01-27,5,57000000,traffic,traffic_to_submission,not_ready
E00908,express_application,mobile_app,2026-01-08,2,15000000,traffic,traffic_to_submission,did_not_submit
E00909,standard_application,agent_referral,2026-01-29,5,54000000,submitted,submission_to_approval,docs_invalid
E00910,standard_application,web,2026-01-14,3,43000000,traffic,traffic_to_submission,did_not_submit
E00911,standard_application,agent_referral,2026-01-13,3,31000000,submitted,submission_to_approval,eligibility_check
E00912,standard_application,mobile_app,2026-01-30,5,21000000,traffic,traffic_to_submission,duplicate_entry
E00913,premium_application,mobile_app,2026-01-05,2,178000000,traffic,traffic_to_submission,not_ready
E00914,standard_application,mobile_app,2026-01-05,2,38000000,traffic,traffic_to_submission,no_partner_selected
E00915,standard_application,mobile_app,2026-01-14,3,23000000,traffic,traffic_to_submission,did_not_submit
E00916,standard_application,mobile_app,2026-01-12,3,59000000,traffic,traffic_to_submission,not_ready
E00917,standard_application,mobile_app,2026-01-17,3,33000000,traffic,traffic_to_submission,no_partner_selected
E00918,standard_application,agent_referral,2026-01-29,5,39000000,traffic,traffic_to_submission,did_not_submit
E00919,premium_application,web,2026-01-30,5,11800000,completed,,
E00920,partner_application,agent_referral,2026-01-22,4,11000000,traffic,traffic_to_submission,duplicate_entry
E00921,express_application,mobile_app,2026-01-21,4,14000000,submitted,submission_to_approval,eligibility_check
E00922,premium_application,mobile_app,2026-01-12,3,67000000,traffic,traffic_to_submission,no_partner_selected
E00923,standard_application,mobile_app,2026-01-08,2,38000000,traffic,traffic_to_submission,did_not_submit
E00924,express_application,mobile_app,2026-01-18,3,11000000,traffic,traffic_to_submission,abandoned_before_submit
E00925,standard_application,mobile_app,2026-01-15,3,16000000,traffic,traffic_to_submission,abandoned_before_submit
E00926,express_application,agent_referral,2026-01-29,5,11000000,submitted,submission_to_approval,policy_check
E00927,standard_application,agent_referral,2026-01-13,3,33000000,traffic,traffic_to_submission,abandoned_before_submit
E00928,standard_application,agent_referral,2026-01-30,5,31000000,submitted,submission_to_approval,eligibility_check
E00929,standard_application,agent_referral,2026-01-12,3,13000000,traffic,traffic_to_submission,no_partner_selected
E00930,partner_application,agent_referral,2026-01-30,5,7000000,submitted,submission_to_approval,eligibility_check
E00931,premium_application,agent_referral,2026-01-28,5,150000000,submitted,submission_to_approval,eligibility_check
E00932,partner_application,web,2026-01-27,5,18000000,submitted,submission_to_approval,docs_invalid
E00933,express_application,mobile_app,2026-01-25,4,15000000,traffic,traffic_to_submission,did_not_submit
E00934,standard_application,mobile_app,2026-01-09,2,49000000,traffic,traffic_to_submission,did_not_submit
E00935,standard_application,agent_referral,2026-01-19,4,21000000,submitted,submission_to_approval,docs_invalid
E00936,express_application,agent_referral,2026-01-09,2,14000000,submitted,submission_to_approval,docs_abandoned
E00937,partner_application,agent_referral,2026-01-23,4,22000000,submitted,submission_to_approval,eligibility_check
E00938,partner_application,web,2026-01-02,1,31000000,traffic,traffic_to_submission,abandoned_before_submit
E00939,express_application,web,2026-01-15,3,14000000,traffic,traffic_to_submission,abandoned_before_submit
E00940,premium_application,mobile_app,2026-01-06,2,179000000,traffic,traffic_to_submission,duplicate_entry
E00941,standard_application,agent_referral,2026-01-13,3,27000000,traffic,traffic_to_submission,duplicate_entry
E00942,partner_application,agent_referral,2026-01-01,1,9000000,submitted,submission_to_approval,docs_abandoned
E00943,express_application,web,2026-01-18,3,7000000,traffic,traffic_to_submission,duplicate_entry
E00944,express_application,web,2026-01-15,3,3000000,traffic,traffic_to_submission,did_not_submit
E00945,standard_application,web,2026-01-14,3,43000000,traffic,traffic_to_submission,no_partner_selected
E00946,partner_application,agent_referral,2026-01-29,5,21000000,submitted,submission_to_approval,docs_abandoned
E00947,standard_application,web,2026-01-22,4,33000000,traffic,traffic_to_submission,not_ready
E00948,standard_application,web,2026-01-26,5,52000000,traffic,traffic_to_submission,did_not_submit
E00949,premium_application,web,2026-01-18,3,98000000,traffic,traffic_to_submission,did_not_submit
E00950,express_application,mobile_app,2026-01-20,4,4000000,submitted,submission_to_approval,policy_check
E00951,premium_application,web,2026-01-01,1,179000000,traffic,traffic_to_submission,abandoned_before_submit
E00952,premium_application,web,2026-01-17,3,161000000,traffic,traffic_to_submission,did_not_submit
E00953,premium_application,mobile_app,2026-01-21,4,180000000,submitted,submission_to_approval,policy_check
E00954,standard_application,web,2026-01-27,5,40000000,traffic,traffic_to_submission,no_partner_selected
E00955,standard_application,mobile_app,2026-01-02,1,54000000,traffic,traffic_to_submission,abandoned_before_submit
E00956,standard_application,web,2026-01-22,4,47000000,traffic,traffic_to_submission,abandoned_before_submit
E00957,partner_application,agent_referral,2026-01-16,3,26000000,submitted,submission_to_approval,docs_invalid
E00958,premium_application,mobile_app,2026-01-17,3,173000000,traffic,traffic_to_submission,duplicate_entry
E00959,express_application,agent_referral,2026-01-07,2,11000000,submitted,submission_to_approval,docs_invalid
E00960,standard_application,web,2026-01-12,3,58000000,traffic,traffic_to_submission,did_not_submit
E00961,express_application,web,2026-01-02,1,3000000,traffic,traffic_to_submission,did_not_submit
E00962,premium_application,mobile_app,2026-01-07,2,157000000,submitted,submission_to_approval,eligibility_check
E00963,express_application,agent_referral,2026-01-23,4,7000000,submitted,submission_to_approval,docs_abandoned
E00964,standard_application,agent_referral,2026-01-04,1,51000000,traffic,traffic_to_submission,did_not_submit
E00965,premium_application,mobile_app,2026-01-16,3,114000000,traffic,traffic_to_submission,did_not_submit
E00966,express_application,mobile_app,2026-01-06,2,13000000,traffic,traffic_to_submission,abandoned_before_submit
E00967,standard_application,mobile_app,2026-01-20,4,36000000,traffic,traffic_to_submission,abandoned_before_submit
E00968,partner_application,agent_referral,2026-01-08,2,10000000,submitted,submission_to_approval,docs_abandoned
E00969,express_application,agent_referral,2026-01-12,3,5000000,traffic,traffic_to_submission,abandoned_before_submit
E00970,partner_application,agent_referral,2026-01-06,2,19000000,submitted,submission_to_approval,docs_abandoned
E00971,standard_application,agent_referral,2026-01-25,4,34000000,traffic,traffic_to_submission,not_ready
E00972,standard_application,web,2026-01-05,2,43000000,traffic,traffic_to_submission,did_not_submit
E00973,premium_application,agent_referral,2026-01-21,4,11800000,completed,,
E00974,premium_application,web,2026-01-25,4,120000000,traffic,traffic_to_submission,abandoned_before_submit
E00975,standard_application,web,2026-01-03,1,33000000,submitted,submission_to_approval,policy_check
E00976,standard_application,mobile_app,2026-01-02,1,27000000,traffic,traffic_to_submission,did_not_submit
E00977,standard_application,agent_referral,2026-01-07,2,36000000,traffic,traffic_to_submission,did_not_submit
E00978,premium_application,web,2026-01-18,3,50000000,traffic,traffic_to_submission,did_not_submit
E00979,standard_application,agent_referral,2026-01-15,3,55000000,submitted,submission_to_approval,docs_invalid
E00980,partner_application,agent_referral,2026-01-01,1,22000000,submitted,submission_to_approval,docs_invalid
E00981,premium_application,web,2026-01-22,4,60000000,traffic,traffic_to_submission,abandoned_before_submit
E00982,standard_application,mobile_app,2026-01-17,3,57000000,traffic,traffic_to_submission,duplicate_entry
E00983,standard_application,agent_referral,2026-01-05,2,54000000,traffic,traffic_to_submission,did_not_submit
E00984,standard_application,agent_referral,2026-01-05,2,19000000,submitted,submission_to_approval,docs_invalid
E00985,premium_application,web,2026-01-27,5,11800000,completed,,
E00986,standard_application,agent_referral,2026-01-22,4,19000000,submitted,submission_to_approval,eligibility_check
E00987,standard_application,mobile_app,2026-01-14,3,45000000,traffic,traffic_to_submission,did_not_submit
E00988,partner_application,mobile_app,2026-01-16,3,14000000,submitted,submission_to_approval,policy_check
E00989,standard_application,web,2026-01-20,4,50000000,traffic,traffic_to_submission,did_not_submit
E00990,standard_application,mobile_app,2026-01-05,2,51000000,traffic,traffic_to_submission,abandoned_before_submit
E00991,standard_application,agent_referral,2026-01-21,4,51000000,submitted,submission_to_approval,docs_invalid
E00992,standard_application,web,2026-01-12,3,57000000,traffic,traffic_to_submission,abandoned_before_submit
E00993,standard_application,mobile_app,2026-01-20,4,11800000,completed,,
E00994,premium_application,agent_referral,2026-01-10,2,175000000,traffic,traffic_to_submission,did_not_submit
E00995,express_application,agent_referral,2026-01-22,4,13000000,submitted,submission_to_approval,policy_check
E00996,standard_application,web,2026-01-20,4,20000000,traffic,traffic_to_submission,did_not_submit
E00997,partner_application,web,2026-01-08,2,11800000,completed,,
E00998,standard_application,web,2026-01-14,3,22000000,traffic,traffic_to_submission,not_ready
E00999,premium_application,mobile_app,2026-01-05,2,121000000,traffic,traffic_to_submission,did_not_submit
E01000,express_application,mobile_app,2026-01-05,2,15000000,traffic,traffic_to_submission,not_ready
E01001,standard_application,agent_referral,2026-01-01,1,28000000,submitted,submission_to_approval,docs_invalid
E01002,premium_application,web,2026-01-19,4,85000000,traffic,traffic_to_submission,did_not_submit
E01003,partner_application,web,2026-01-30,5,11800000,completed,,
E01004,premium_application,web,2026-01-15,3,62000000,traffic,traffic_to_submission,did_not_submit
E01005,standard_application,mobile_app,2026-01-16,3,52000000,traffic,traffic_to_submission,not_ready
E01006,partner_application,agent_referral,2026-01-23,4,34000000,submitted,submission_to_approval,policy_check
E01007,premium_application,web,2026-01-04,1,57000000,traffic,traffic_to_submission,did_not_submit
E01008,partner_application,mobile_app,2026-01-02,1,33000000,submitted,submission_to_approval,docs_abandoned
E01009,premium_application,mobile_app,2026-01-03,1,11800000,completed,,
E01010,premium_application,mobile_app,2026-01-19,4,87000000,traffic,traffic_to_submission,did_not_submit
E01011,express_application,web,2026-01-27,5,6000000,traffic,traffic_to_submission,did_not_submit
E01012,premium_application,web,2026-01-11,2,156000000,traffic,traffic_to_submission,did_not_submit
E01013,partner_application,agent_referral,2026-01-16,3,33000000,submitted,submission_to_approval,policy_check
E01014,partner_application,mobile_app,2026-01-15,3,5000000,traffic,traffic_to_submission,no_partner_selected
E01015,standard_application,mobile_app,2026-01-01,1,29000000,traffic,traffic_to_submission,no_partner_selected
E01016,partner_application,mobile_app,2026-01-01,1,20000000,submitted,submission_to_approval,policy_check
E01017,premium_application,web,2026-01-03,1,115000000,submitted,submission_to_approval,policy_check
E01018,premium_application,mobile_app,2026-01-28,5,162000000,traffic,traffic_to_submission,did_not_submit
E01019,partner_application,web,2026-01-21,4,8000000,traffic,traffic_to_submission,abandoned_before_submit
E01020,partner_application,agent_referral,2026-01-07,2,25000000,submitted,submission_to_approval,docs_abandoned
E01021,partner_application,agent_referral,2026-01-23,4,13000000,traffic,traffic_to_submission,did_not_submit
E01022,premium_application,mobile_app,2026-01-23,4,171000000,traffic,traffic_to_submission,did_not_submit
E01023,premium_application,agent_referral,2026-01-19,4,11800000,completed,,
E01024,standard_application,web,2026-01-14,3,24000000,traffic,traffic_to_submission,did_not_submit
E01025,standard_application,web,2026-01-22,4,15000000,traffic,traffic_to_submission,not_ready
E01026,partner_application,mobile_app,2026-01-24,4,22000000,submitted,submission_to_approval,eligibility_check
E01027,premium_application,mobile_app,2026-01-27,5,11800000,completed,,
E01028,standard_application,web,2026-01-20,4,24000000,traffic,traffic_to_submission,did_not_submit
E01029,premium_application,agent_referral,2026-01-02,1,170000000,submitted,submission_to_approval,eligibility_check
E01030,premium_application,mobile_app,2026-01-23,4,179000000,traffic,traffic_to_submission,duplicate_entry
E01031,express_application,web,2026-01-01,1,6000000,submitted,submission_to_approval,docs_invalid
E01032,partner_application,web,2026-01-08,2,12000000,submitted,submission_to_approval,docs_invalid
E01033,premium_application,web,2026-01-26,5,141000000,traffic,traffic_to_submission,abandoned_before_submit
E01034,standard_application,web,2026-01-06,2,58000000,traffic,traffic_to_submission,did_not_submit
E01035,standard_application,mobile_app,2026-01-29,5,32000000,traffic,traffic_to_submission,no_partner_selected
E01036,standard_application,web,2026-01-27,5,15000000,traffic,traffic_to_submission,did_not_submit
E01037,premium_application,web,2026-01-22,4,76000000,traffic,traffic_to_submission,did_not_submit
E01038,premium_application,mobile_app,2026-01-26,5,147000000,traffic,traffic_to_submission,no_partner_selected
E01039,premium_application,agent_referral,2026-01-04,1,123000000,traffic,traffic_to_submission,no_partner_selected
E01040,standard_application,web,2026-01-08,2,47000000,traffic,traffic_to_submission,no_partner_selected
E01041,premium_application,web,2026-01-13,3,174000000,traffic,traffic_to_submission,abandoned_before_submit
E01042,standard_application,mobile_app,2026-01-16,3,11800000,completed,,
E01043,standard_application,mobile_app,2026-01-24,4,23000000,traffic,traffic_to_submission,did_not_submit
E01044,express_application,agent_referral,2026-01-08,2,9000000,submitted,submission_to_approval,docs_invalid
E01045,partner_application,web,2026-01-06,2,25000000,traffic,traffic_to_submission,did_not_submit
E01046,express_application,web,2026-01-13,3,10000000,traffic,traffic_to_submission,did_not_submit
E01047,express_application,agent_referral,2026-01-02,1,13000000,submitted,submission_to_approval,eligibility_check
E01048,standard_application,mobile_app,2026-01-20,4,44000000,traffic,traffic_to_submission,no_partner_selected
E01049,partner_application,mobile_app,2026-01-22,4,21000000,traffic,traffic_to_submission,did_not_submit
E01050,standard_application,web,2026-01-03,1,35000000,traffic,traffic_to_submission,did_not_submit
E01051,standard_application,web,2026-01-31,5,50000000,traffic,traffic_to_submission,abandoned_before_submit
E01052,premium_application,agent_referral,2026-01-26,5,160000000,submitted,submission_to_approval,policy_check
E01053,express_application,web,2026-01-07,2,5000000,traffic,traffic_to_submission,did_not_submit
E01054,standard_application,web,2026-01-16,3,41000000,traffic,traffic_to_submission,abandoned_before_submit
E01055,express_application,mobile_app,2026-01-17,3,9000000,submitted,submission_to_approval,docs_invalid
E01056,standard_application,agent_referral,2026-01-23,4,28000000,traffic,traffic_to_submission,abandoned_before_submit
E01057,partner_application,agent_referral,2026-01-30,5,20000000,submitted,submission_to_approval,docs_invalid
E01058,premium_application,web,2026-01-01,1,108000000,traffic,traffic_to_submission,not_ready
E01059,premium_application,web,2026-01-09,2,75000000,traffic,traffic_to_submission,no_partner_selected
E01060,express_application,web,2026-01-17,3,13000000,traffic,traffic_to_submission,no_partner_selected
E01061,standard_application,web,2026-01-31,5,38000000,traffic,traffic_to_submission,no_partner_selected
E01062,express_application,mobile_app,2026-01-16,3,16000000,traffic,traffic_to_submission,abandoned_before_submit
E01063,standard_application,mobile_app,2026-01-12,3,24000000,traffic,traffic_to_submission,duplicate_entry
E01064,express_application,mobile_app,2026-01-23,4,5000000,traffic,traffic_to_submission,did_not_submit
E01065,premium_application,mobile_app,2026-01-08,2,157000000,traffic,traffic_to_submission,did_not_submit
E01066,express_application,web,2026-01-27,5,11000000,traffic,traffic_to_submission,not_ready
E01067,standard_application,mobile_app,2026-01-28,5,12000000,traffic,traffic_to_submission,did_not_submit
E01068,express_application,mobile_app,2026-01-27,5,15000000,traffic,traffic_to_submission,no_partner_selected
E01069,standard_application,mobile_app,2026-01-28,5,57000000,traffic,traffic_to_submission,not_ready
E01070,express_application,web,2026-01-16,3,9000000,submitted,submission_to_approval,eligibility_check
E01071,partner_application,mobile_app,2026-01-21,4,9000000,traffic,traffic_to_submission,did_not_submit
E01072,standard_application,web,2026-01-07,2,32000000,traffic,traffic_to_submission,not_ready
E01073,standard_application,mobile_app,2026-01-24,4,36000000,traffic,traffic_to_submission,no_partner_selected
E01074,premium_application,web,2026-01-29,5,111000000,traffic,traffic_to_submission,abandoned_before_submit
E01075,standard_application,web,2026-01-06,2,42000000,traffic,traffic_to_submission,did_not_submit
E01076,premium_application,mobile_app,2026-01-09,2,79000000,traffic,traffic_to_submission,duplicate_entry
E01077,express_application,web,2026-01-12,3,7000000,traffic,traffic_to_submission,abandoned_before_submit
E01078,standard_application,mobile_app,2026-01-12,3,43000000,traffic,traffic_to_submission,did_not_submit
E01079,partner_application,agent_referral,2026-01-02,1,26000000,submitted,submission_to_approval,policy_check
E01080,premium_application,agent_referral,2026-01-04,1,11800000,completed,,
E01081,premium_application,mobile_app,2026-01-19,4,91000000,traffic,traffic_to_submission,did_not_submit
E01082,premium_application,mobile_app,2026-01-13,3,143000000,traffic,traffic_to_submission,abandoned_before_submit
E01083,premium_application,agent_referral,2026-01-06,2,96000000,submitted,submission_to_approval,docs_invalid
E01084,premium_application,web,2026-01-06,2,78000000,traffic,traffic_to_submission,abandoned_before_submit
E01085,standard_application,mobile_app,2026-01-22,4,13000000,traffic,traffic_to_submission,not_ready
E01086,partner_application,agent_referral,2026-01-05,2,10000000,submitted,submission_to_approval,docs_invalid
E01087,partner_application,agent_referral,2026-01-18,3,10000000,submitted,submission_to_approval,docs_invalid
E01088,premium_application,web,2026-01-19,4,148000000,traffic,traffic_to_submission,abandoned_before_submit
E01089,express_application,mobile_app,2026-01-22,4,10000000,submitted,submission_to_approval,policy_check
E01090,partner_application,mobile_app,2026-01-07,2,16000000,traffic,traffic_to_submission,no_partner_selected
E01091,standard_application,mobile_app,2026-01-14,3,13000000,traffic,traffic_to_submission,did_not_submit
E01092,premium_application,web,2026-01-06,2,176000000,traffic,traffic_to_submission,no_partner_selected
E01093,premium_application,mobile_app,2026-01-26,5,127000000,traffic,traffic_to_submission,did_not_submit
E01094,partner_application,mobile_app,2026-01-23,4,18000000,traffic,traffic_to_submission,did_not_submit
E01095,partner_application,mobile_app,2026-01-24,4,30000000,submitted,submission_to_approval,policy_check
E01096,standard_application,agent_referral,2026-01-31,5,51000000,submitted,submission_to_approval,policy_check
E01097,standard_application,mobile_app,2026-01-28,5,11800000,completed,,
E01098,express_application,web,2026-01-30,5,16000000,submitted,submission_to_approval,eligibility_check
E01099,partner_application,mobile_app,2026-01-16,3,5000000,submitted,submission_to_approval,policy_check
E01100,partner_application,mobile_app,2026-01-04,1,6000000,submitted,submission_to_approval,docs_invalid
E01101,premium_application,web,2026-01-27,5,152000000,traffic,traffic_to_submission,not_ready
E01102,standard_application,web,2026-01-01,1,31000000,traffic,traffic_to_submission,did_not_submit
E01103,express_application,mobile_app,2026-01-19,4,10000000,submitted,submission_to_approval,policy_check
E01104,premium_application,agent_referral,2026-01-16,3,73000000,submitted,submission_to_approval,docs_abandoned
E01105,express_application,agent_referral,2026-01-08,2,4000000,traffic,traffic_to_submission,did_not_submit
E01106,standard_application,mobile_app,2026-01-01,1,13000000,traffic,traffic_to_submission,abandoned_before_submit
E01107,standard_application,web,2026-01-25,4,23000000,traffic,traffic_to_submission,did_not_submit
E01108,partner_application,agent_referral,2026-01-03,1,26000000,traffic,traffic_to_submission,not_ready
E01109,express_application,mobile_app,2026-01-25,4,4000000,traffic,traffic_to_submission,abandoned_before_submit
E01110,express_application,web,2026-01-20,4,9000000,traffic,traffic_to_submission,abandoned_before_submit
E01111,standard_application,agent_referral,2026-01-02,1,23000000,submitted,submission_to_approval,docs_invalid
E01112,express_application,mobile_app,2026-01-07,2,3000000,traffic,traffic_to_submission,did_not_submit
E01113,express_application,mobile_app,2026-01-02,1,12000000,traffic,traffic_to_submission,did_not_submit
E01114,standard_application,mobile_app,2026-01-02,1,33000000,submitted,submission_to_approval,eligibility_check
E01115,partner_application,mobile_app,2026-01-27,5,24000000,submitted,submission_to_approval,policy_check
E01116,express_application,mobile_app,2026-01-08,2,16000000,traffic,traffic_to_submission,did_not_submit
E01117,standard_application,web,2026-01-11,2,41000000,traffic,traffic_to_submission,did_not_submit
E01118,premium_application,web,2026-01-31,5,130000000,traffic,traffic_to_submission,no_partner_selected
E01119,partner_application,web,2026-01-17,3,5000000,submitted,submission_to_approval,eligibility_check
E01120,premium_application,web,2026-01-24,4,59000000,submitted,submission_to_approval,docs_abandoned
E01121,partner_application,mobile_app,2026-01-31,5,28000000,submitted,submission_to_approval,policy_check
E01122,standard_application,mobile_app,2026-01-07,2,11800000,completed,,
E01123,standard_application,mobile_app,2026-01-29,5,57000000,traffic,traffic_to_submission,did_not_submit
E01124,partner_application,mobile_app,2026-01-18,3,9000000,traffic,traffic_to_submission,not_ready
E01125,premium_application,agent_referral,2026-01-16,3,148000000,submitted,submission_to_approval,docs_abandoned
E01126,standard_application,agent_referral,2026-01-16,3,18000000,traffic,traffic_to_submission,no_partner_selected
E01127,partner_application,web,2026-01-13,3,20000000,submitted,submission_to_approval,policy_check
E01128,partner_application,agent_referral,2026-01-29,5,15000000,traffic,traffic_to_submission,no_partner_selected
E01129,standard_application,web,2026-01-18,3,29000000,traffic,traffic_to_submission,abandoned_before_submit
E01130,standard_application,mobile_app,2026-01-07,2,59000000,traffic,traffic_to_submission,no_partner_selected
E01131,partner_application,agent_referral,2026-01-16,3,28000000,submitted,submission_to_approval,policy_check
E01132,partner_application,mobile_app,2026-01-12,3,33000000,traffic,traffic_to_submission,not_ready
E01133,standard_application,web,2026-01-01,1,11800000,completed,,
E01134,express_application,agent_referral,2026-01-06,2,11000000,submitted,submission_to_approval,docs_abandoned
E01135,standard_application,agent_referral,2026-01-18,3,11800000,completed,,
E01136,partner_application,mobile_app,2026-01-29,5,6000000,submitted,submission_to_approval,policy_check
E01137,standard_application,web,2026-01-11,2,11800000,completed,,
E01138,express_application,agent_referral,2026-01-11,2,3000000,submitted,submission_to_approval,policy_check
E01139,partner_application,agent_referral,2026-01-14,3,16000000,submitted,submission_to_approval,policy_check
E01140,partner_application,agent_referral,2026-01-14,3,33000000,submitted,submission_to_approval,docs_abandoned
E01141,express_application,agent_referral,2026-01-17,3,5000000,traffic,traffic_to_submission,abandoned_before_submit
E01142,standard_application,mobile_app,2026-01-18,3,19000000,traffic,traffic_to_submission,abandoned_before_submit
E01143,partner_application,web,2026-01-26,5,26000000,traffic,traffic_to_submission,did_not_submit
E01144,express_application,mobile_app,2026-01-21,4,8000000,submitted,submission_to_approval,policy_check
E01145,premium_application,web,2026-01-16,3,11800000,completed,,
E01146,premium_application,web,2026-01-20,4,97000000,traffic,traffic_to_submission,did_not_submit
E01147,express_application,agent_referral,2026-01-15,3,9000000,traffic,traffic_to_submission,did_not_submit
E01148,standard_application,mobile_app,2026-01-11,2,48000000,traffic,traffic_to_submission,did_not_submit
E01149,premium_application,mobile_app,2026-01-01,1,133000000,traffic,traffic_to_submission,abandoned_before_submit
E01150,premium_application,mobile_app,2026-01-29,5,124000000,traffic,traffic_to_submission,abandoned_before_submit
E01151,partner_application,web,2026-01-14,3,15000000,submitted,submission_to_approval,docs_abandoned
E01152,partner_application,agent_referral,2026-01-01,1,17000000,traffic,traffic_to_submission,did_not_submit
E01153,partner_application,mobile_app,2026-01-08,2,22000000,traffic,traffic_to_submission,abandoned_before_submit
E01154,standard_application,agent_referral,2026-01-20,4,41000000,submitted,submission_to_approval,policy_check
E01155,premium_application,mobile_app,2026-01-28,5,139000000,traffic,traffic_to_submission,did_not_submit
E01156,partner_application,mobile_app,2026-01-18,3,30000000,submitted,submission_to_approval,eligibility_check
E01157,standard_application,web,2026-01-29,5,40000000,traffic,traffic_to_submission,abandoned_before_submit
E01158,partner_application,web,2026-01-23,4,26000000,traffic,traffic_to_submission,no_partner_selected
E01159,premium_application,web,2026-01-02,1,144000000,traffic,traffic_to_submission,did_not_submit
E01160,partner_application,web,2026-01-08,2,32000000,submitted,submission_to_approval,docs_abandoned
E01161,premium_application,agent_referral,2026-01-12,3,124000000,submitted,submission_to_approval,policy_check
E01162,partner_application,web,2026-01-12,3,25000000,traffic,traffic_to_submission,not_ready
E01163,standard_application,mobile_app,2026-01-28,5,59000000,submitted,submission_to_approval,policy_check
E01164,express_application,mobile_app,2026-01-08,2,12000000,traffic,traffic_to_submission,did_not_submit
E01165,express_application,agent_referral,2026-01-16,3,15000000,traffic,traffic_to_submission,not_ready
E01166,partner_application,agent_referral,2026-01-13,3,14000000,submitted,submission_to_approval,policy_check
E01167,partner_application,mobile_app,2026-01-23,4,12000000,traffic,traffic_to_submission,did_not_submit
E01168,premium_application,agent_referral,2026-01-25,4,146000000,traffic,traffic_to_submission,abandoned_before_submit
E01169,premium_application,agent_referral,2026-01-02,1,67000000,submitted,submission_to_approval,eligibility_check
E01170,standard_application,agent_referral,2026-01-17,3,46000000,traffic,traffic_to_submission,did_not_submit
E01171,express_application,agent_referral,2026-01-19,4,4000000,traffic,traffic_to_submission,no_partner_selected
E01172,premium_application,web,2026-01-26,5,104000000,traffic,traffic_to_submission,did_not_submit
E01173,standard_application,web,2026-01-28,5,32000000,traffic,traffic_to_submission,did_not_submit
E01174,standard_application,web,2026-01-06,2,45000000,submitted,submission_to_approval,docs_invalid
E01175,standard_application,mobile_app,2026-01-27,5,17000000,submitted,submission_to_approval,docs_abandoned
E01176,standard_application,web,2026-01-26,5,26000000,traffic,traffic_to_submission,did_not_submit
E01177,premium_application,web,2026-01-19,4,11800000,completed,,
E01178,standard_application,web,2026-01-10,2,12000000,traffic,traffic_to_submission,no_partner_selected
E01179,standard_application,mobile_app,2026-01-17,3,33000000,traffic,traffic_to_submission,did_not_submit
E01180,standard_application,web,2026-01-29,5,46000000,traffic,traffic_to_submission,did_not_submit
E01181,partner_application,agent_referral,2026-01-02,1,29000000,submitted,submission_to_approval,docs_invalid
