loan_id,customer_id,product_type,segment,province,origination_date,principal_vnd,interest_rate_pct,term_months,outstanding_vnd,days_past_due,status
LN00263,CU00001,consumer_durable,gig_worker,Binh Duong,2024-11-02,20000000,15.6,12,3186697,335,npl
LN00264,CU00374,personal_loan,gig_worker,Da Nang,2025-05-28,65000000,16.7,12,5866471,0,current
LN00265,CU00499,salary_advance,gig_worker,Hanoi,2025-04-01,7000000,19.8,12,749414,0,current
LN00266,CU00131,motorbike_loan,gig_worker,HCMC,2024-08-21,29000000,28.7,24,10660744,0,current
LN00267,CU00509,personal_loan,self_employed,HCMC,2024-10-02,120000000,24.8,36,74109459,0,current
LN00268,CU00256,personal_loan,salaried,Binh Duong,2025-06-18,62000000,26.1,18,32497741,0,current
LN00269,CU00388,consumer_durable,self_employed,Hanoi,2026-05-10,19000000,21.6,12,17489783,0,current
LN00270,CU00108,motorbike_loan,gig_worker,Hanoi,2024-09-27,58000000,22.1,6,16358120,0,current
LN00271,CU00169,personal_loan,salaried,HCMC,2026-02-24,160000000,31.7,24,142363962,0,current
LN00272,CU00244,motorbike_loan,salaried,Hanoi,2025-06-06,27000000,24.0,36,20645046,0,current
LN00273,CU00492,personal_loan,self_employed,Hanoi,2024-12-25,59000000,21.7,18,7202911,0,current
LN00274,CU00094,personal_loan,salaried,HCMC,2025-07-17,40000000,28.1,24,26739354,0,current
LN00275,CU00578,motorbike_loan,salaried,Hanoi,2025-04-16,26000000,18.7,24,15302035,0,current
LN00276,CU00536,personal_loan,self_employed,Binh Duong,2026-02-13,191000000,21.5,36,180001502,289,npl
LN00277,CU00586,motorbike_loan,gig_worker,Da Nang,2025-01-10,30000000,15.4,6,5974782,0,current
LN00278,CU00446,consumer_durable,salaried,Can Tho,2025-02-06,11000000,17.5,6,2537150,0,current
LN00279,CU00283,personal_loan,salaried,Binh Duong,2024-09-09,86000000,15.2,24,24103437,0,current
LN00280,CU00103,motorbike_loan,salaried,Dong Nai,2024-08-11,48000000,16.0,12,16354564,0,current
LN00281,CU00177,salary_advance,salaried,Da Nang,2025-07-23,7000000,20.9,24,4582639,0,current
LN00282,CU00021,personal_loan,self_employed,HCMC,2025-03-26,29000000,18.3,24,12619016,0,current
LN00283,CU00427,personal_loan,salaried,Binh Duong,2024-12-24,198000000,16.4,24,70426866,0,current
LN00284,CU00414,motorbike_loan,salaried,HCMC,2025-03-21,48000000,23.3,12,17940154,0,current
LN00285,CU00204,personal_loan,gig_worker,Binh Duong,2026-04-12,64000000,18.5,24,62346070,0,current
LN00286,CU00486,personal_loan,self_employed,Binh Duong,2024-07-30,51000000,20.7,36,26738577,0,current
LN00287,CU00220,motorbike_loan,salaried,Hanoi,2025-08-20,20000000,21.0,12,5877072,0,current
LN00288,CU00178,salary_advance,self_employed,Can Tho,2025-08-09,3000000,29.6,6,631083,0,current
LN00289,CU00534,motorbike_loan,salaried,HCMC,2025-07-03,32000000,29.3,24,21721607,0,current
LN00290,CU00066,consumer_durable,salaried,Hanoi,2024-12-04,22000000,24.7,18,6173411,0,current
LN00291,CU00059,personal_loan,salaried,HCMC,2025-08-01,86000000,19.4,12,28170917,0,current
LN00292,CU00429,consumer_durable,self_employed,Binh Duong,2024-07-04,9000000,14.5,24,383731,0,current
LN00293,CU00368,motorbike_loan,self_employed,Binh Duong,2024-10-03,36000000,18.0,36,18893491,0,current
LN00294,CU00188,motorbike_loan,gig_worker,Binh Duong,2024-10-17,33000000,16.3,18,3627536,0,current
LN00295,CU00475,salary_advance,self_employed,Dong Nai,2025-09-26,7000000,21.6,18,4670795,0,current
LN00296,CU00543,salary_advance,gig_worker,Hanoi,2024-09-21,10000000,30.0,36,6400409,0,current
LN00297,CU00185,personal_loan,gig_worker,HCMC,2025-12-22,71000000,30.1,24,61277590,0,current
LN00298,CU00163,consumer_durable,self_employed,Hanoi,2025-11-11,6000000,22.1,12,2834329,0,current
LN00299,CU00383,motorbike_loan,salaried,Binh Duong,2024-08-20,55000000,21.7,24,18746158,193,npl
LN00300,CU00320,salary_advance,self_employed,Dong Nai,2024-11-14,3000000,25.3,12,928481,0,current
LN00301,CU00138,personal_loan,self_employed,Hanoi,2025-11-21,36000000,22.2,36,30968712,0,current
LN00302,CU00174,personal_loan,salaried,Dong Nai,2025-10-31,62000000,18.0,12,37244781,349,npl
LN00303,CU00021,personal_loan,self_employed,Can Tho,2025-04-22,183000000,25.2,36,117057285,0,current
LN00304,CU00533,personal_loan,salaried,HCMC,2026-01-05,160000000,16.8,6,63940455,0,current
LN00305,CU00270,personal_loan,salaried,Da Nang,2026-01-24,150000000,16.1,6,70090437,0,current
LN00306,CU00241,consumer_durable,salaried,Dong Nai,2025-03-18,6000000,22.9,12,748310,0,current
LN00307,CU00468,personal_loan,gig_worker,Can Tho,2024-10-01,191000000,28.0,6,21119739,33,overdue
LN00308,CU00047,salary_advance,self_employed,HCMC,2026-01-29,8000000,28.4,18,6630403,0,current
LN00309,CU00117,personal_loan,self_employed,HCMC,2025-06-09,111000000,29.8,6,27855576,0,current
LN00310,CU00061,motorbike_loan,salaried,Dong Nai,2025-04-12,45000000,25.7,12,15964981,0,current
LN00311,CU00134,salary_advance,salaried,Binh Duong,2024-09-14,10000000,17.3,24,2022924,0,current
LN00312,CU00579,motorbike_loan,gig_worker,Hanoi,2025-02-14,19000000,19.7,36,11340791,0,current
LN00313,CU00395,personal_loan,gig_worker,Dong Nai,2024-11-26,153000000,15.7,12,31705903,0,current
LN00314,CU00077,personal_loan,gig_worker,Binh Duong,2024-08-22,33000000,23.1,24,5835888,0,current
LN00315,CU00459,consumer_durable,salaried,Hanoi,2025-07-31,12000000,25.6,24,7365793,57,overdue
LN00316,CU00619,personal_loan,salaried,Hanoi,2024-12-18,187000000,21.4,36,114621277,0,current
LN00317,CU00466,salary_advance,gig_worker,Can Tho,2024-10-13,10000000,31.1,18,698756,0,current
LN00318,CU00649,personal_loan,self_employed,Binh Duong,2024-07-08,113000000,15.8,12,45100697,0,current
LN00319,CU00193,salary_advance,self_employed,HCMC,2026-01-23,5000000,28.8,24,4464346,0,current
LN00320,CU00469,personal_loan,salaried,Binh Duong,2025-10-28,106000000,14.8,36,92617459,0,current
LN00321,CU00521,consumer_durable,salaried,Dong Nai,2024-12-17,28000000,24.0,24,8353944,0,current
LN00322,CU00624,consumer_durable,self_employed,Dong Nai,2025-11-15,17000000,24.8,18,12457350,0,current
LN00323,CU00307,salary_advance,salaried,Binh Duong,2025-05-25,5000000,16.5,36,3533323,0,current
LN00324,CU00136,consumer_durable,salaried,Da Nang,2024-10-22,11000000,25.2,18,1378910,0,current
LN00325,CU00428,salary_advance,gig_worker,Can Tho,2024-12-12,8000000,26.8,18,1400703,0,current
LN00326,CU00165,consumer_durable,self_employed,Dong Nai,2025-03-05,8000000,20.9,6,1055186,0,current
LN00327,CU00576,salary_advance,salaried,Can Tho,2026-03-09,15000000,23.7,18,12685973,0,current
LN00328,CU00321,salary_advance,self_employed,Binh Duong,2025-09-10,14000000,26.0,24,10036135,0,current
LN00329,CU00618,salary_advance,self_employed,HCMC,2025-10-16,13000000,26.7,18,8439671,0,current
LN00330,CU00570,personal_loan,salaried,Binh Duong,2025-02-06,65000000,31.3,36,46287467,233,npl
LN00331,CU00641,personal_loan,gig_worker,HCMC,2026-05-06,104000000,14.7,18,99153876,0,current
LN00332,CU00070,motorbike_loan,self_employed,Can Tho,2024-10-02,37000000,26.7,36,22858090,0,current
LN00333,CU00634,consumer_durable,self_employed,HCMC,2025-03-24,12000000,25.9,18,5053021,0,current
LN00334,CU00041,motorbike_loan,gig_worker,Dong Nai,2024-07-16,22000000,22.0,36,8402052,0,current
LN00335,CU00521,consumer_durable,gig_worker,Hanoi,2026-01-15,22000000,19.1,36,19729493,0,current
LN00336,CU00216,motorbike_loan,gig_worker,HCMC,2025-10-26,47000000,17.0,36,39567503,0,current
LN00337,CU00158,consumer_durable,gig_worker,Binh Duong,2025-03-03,22000000,29.8,24,10193913,0,current
LN00338,CU00418,personal_loan,salaried,Can Tho,2026-02-25,33000000,24.0,36,30446218,0,current
LN00339,CU00047,motorbike_loan,salaried,Can Tho,2026-04-24,58000000,14.1,36,56992580,0,current
LN00340,CU00032,consumer_durable,gig_worker,HCMC,2026-01-23,14000000,15.6,24,12244013,0,current
LN00341,CU00127,motorbike_loan,salaried,Da Nang,2025-04-06,33000000,19.4,18,7770779,163,npl
LN00342,CU00525,personal_loan,salaried,Da Nang,2024-10-28,41000000,27.3,18,12927514,0,current
LN00343,CU00563,personal_loan,self_employed,HCMC,2025-08-26,69000000,28.4,6,4101698,0,current
LN00344,CU00241,motorbike_loan,salaried,Da Nang,2026-03-04,21000000,24.5,18,18400006,0,current
LN00345,CU00324,personal_loan,gig_worker,Da Nang,2025-06-20,144000000,25.9,36,114917848,0,current
LN00346,CU00368,salary_advance,salaried,HCMC,2025-09-27,8000000,16.4,18,4618117,0,current
LN00347,CU00079,consumer_durable,salaried,Hanoi,2024-07-19,13000000,30.0,12,3831179,0,current
LN00348,CU00557,consumer_durable,gig_worker,Dong Nai,2024-08-03,23000000,27.8,12,862007,0,current
LN00349,CU00093,salary_advance,self_employed,Da Nang,2025-12-10,15000000,24.6,18,11732237,0,current
LN00350,CU00150,motorbike_loan,self_employed,Hanoi,2024-08-21,25000000,16.5,12,8208548,0,current
LN00351,CU00370,consumer_durable,salaried,Hanoi,2025-09-29,7000000,20.6,6,927960,0,current
LN00352,CU00386,motorbike_loan,gig_worker,Dong Nai,2026-04-01,35000000,31.4,18,31367976,70,overdue
LN00353,CU00494,consumer_durable,self_employed,Hanoi,2026-02-21,17000000,23.3,18,14373798,0,current
LN00354,CU00122,salary_advance,gig_worker,HCMC,2025-02-15,11000000,25.6,12,3738942,78,overdue
LN00355,CU00250,consumer_durable,salaried,Hanoi,2026-01-15,20000000,17.8,12,14273975,0,current
LN00356,CU00416,personal_loan,salaried,Da Nang,2024-08-05,151000000,15.0,18,4684209,0,current
LN00357,CU00421,motorbike_loan,salaried,Da Nang,2024-07-03,20000000,24.9,24,1850681,0,current
LN00358,CU00071,motorbike_loan,gig_worker,Binh Duong,2025-11-06,57000000,17.0,18,35521812,0,current
LN00359,CU00630,personal_loan,salaried,Hanoi,2025-10-16,153000000,28.9,36,134004046,0,current
LN00360,CU00442,motorbike_loan,self_employed,Dong Nai,2026-01-11,45000000,30.2,36,39181195,0,current
LN00361,CU00590,motorbike_loan,salaried,Hanoi,2024-11-15,29000000,28.2,24,12006078,0,current
LN00362,CU00008,personal_loan,self_employed,HCMC,2025-09-15,41000000,21.4,12,24540200,0,current
LN00363,CU00260,motorbike_loan,salaried,HCMC,2024-07-10,59000000,21.4,6,19947225,0,current
LN00364,CU00380,personal_loan,self_employed,Da Nang,2024-08-23,90000000,17.7,36,42040443,0,current
LN00365,CU00166,motorbike_loan,gig_worker,Hanoi,2024-09-27,60000000,16.5,6,6052459,0,current
LN00366,CU00149,personal_loan,self_employed,Hanoi,2024-10-25,177000000,14.9,24,38860837,137,npl
LN00367,CU00534,motorbike_loan,salaried,Da Nang,2025-08-15,38000000,14.7,24,24145095,0,current
LN00368,CU00529,personal_loan,salaried,Dong Nai,2025-11-13,183000000,17.6,36,161210720,352,npl
LN00369,CU00405,consumer_durable,self_employed,Da Nang,2025-05-08,5000000,15.6,18,1707139,0,current
LN00370,CU00284,motorbike_loan,salaried,HCMC,2026-03-02,50000000,28.9,36,46919841,0,current
LN00371,CU00349,personal_loan,self_employed,Dong Nai,2025-03-24,167000000,21.3,6,29483468,0,current
LN00372,CU00348,salary_advance,gig_worker,Binh Duong,2024-11-07,10000000,31.4,36,5812336,0,current
LN00373,CU00324,salary_advance,self_employed,Hanoi,2024-09-18,7000000,15.2,12,904643,0,current
LN00374,CU00488,motorbike_loan,self_employed,Hanoi,2025-08-15,33000000,26.1,18,22598209,0,current
LN00375,CU00208,personal_loan,self_employed,HCMC,2025-11-05,194000000,17.6,12,86593856,0,current
LN00376,CU00044,consumer_durable,salaried,Binh Duong,2026-01-22,26000000,22.9,6,10301240,0,current
LN00377,CU00132,consumer_durable,salaried,Hanoi,2024-09-30,10000000,30.5,18,2408482,0,current
LN00378,CU00009,personal_loan,self_employed,Binh Duong,2024-11-04,28000000,29.5,12,6079404,67,overdue
LN00379,CU00352,personal_loan,self_employed,HCMC,2025-06-12,112000000,23.9,12,32730511,0,current
LN00380,CU00103,motorbike_loan,salaried,Hanoi,2025-04-25,40000000,17.2,12,331640,0,current
LN00381,CU00646,consumer_durable,self_employed,Binh Duong,2025-04-16,30000000,16.7,6,9880712,0,current
LN00382,CU00488,motorbike_loan,self_employed,Binh Duong,2025-07-08,50000000,21.2,12,21399333,0,current
LN00383,CU00360,consumer_durable,self_employed,HCMC,2025-08-18,22000000,30.8,18,13885782,0,current
LN00384,CU00500,salary_advance,salaried,Dong Nai,2024-09-29,5000000,31.6,18,1289781,0,current
LN00385,CU00415,consumer_durable,salaried,Hanoi,2024-08-21,25000000,29.6,18,5781835,0,current
LN00386,CU00456,consumer_durable,salaried,HCMC,2025-09-20,25000000,26.8,36,20234123,0,current
LN00387,CU00082,consumer_durable,self_employed,Dong Nai,2024-11-24,10000000,29.4,12,1088910,0,current
LN00388,CU00087,personal_loan,salaried,Hanoi,2025-01-12,160000000,21.1,6,57348582,0,current
LN00389,CU00334,consumer_durable,salaried,Dong Nai,2025-08-31,25000000,16.4,12,13535715,0,current
LN00390,CU00578,salary_advance,gig_worker,Hanoi,2025-08-06,14000000,23.7,36,10737091,0,current
LN00391,CU00311,motorbike_loan,self_employed,Can Tho,2025-05-21,49000000,15.6,18,24620431,0,current
LN00392,CU00010,personal_loan,self_employed,Da Nang,2025-12-23,108000000,14.1,24,85977382,0,current
LN00393,CU00400,consumer_durable,self_employed,Binh Duong,2026-05-04,11000000,29.9,24,10652628,0,current
LN00394,CU00276,consumer_durable,salaried,HCMC,2024-08-09,29000000,30.4,18,8297748,0,current
LN00395,CU00156,motorbike_loan,salaried,Binh Duong,2025-07-19,55000000,22.1,36,42826691,0,current
LN00396,CU00506,personal_loan,salaried,Da Nang,2026-01-27,92000000,21.9,6,49488382,0,current
LN00397,CU00058,personal_loan,self_employed,Hanoi,2024-12-17,115000000,14.6,6,7196870,0,current
LN00398,CU00254,personal_loan,self_employed,Hanoi,2025-11-07,69000000,16.2,12,38654753,0,current
LN00399,CU00044,consumer_durable,self_employed,HCMC,2026-02-04,11000000,21.0,18,8617922,0,current
LN00400,CU00445,consumer_durable,salaried,Da Nang,2025-01-04,11000000,30.0,12,117594,0,current
LN00401,CU00092,personal_loan,salaried,HCMC,2026-01-09,121000000,24.5,24,98933567,0,current
LN00402,CU00239,personal_loan,self_employed,Hanoi,2025-05-30,180000000,25.6,36,125004810,0,current
LN00403,CU00573,personal_loan,self_employed,Da Nang,2025-05-21,132000000,20.8,12,39563238,315,npl
LN00404,CU00071,personal_loan,salaried,Can Tho,2025-11-01,159000000,22.4,36,129141004,0,current
LN00405,CU00635,motorbike_loan,gig_worker,Hanoi,2024-11-03,44000000,25.5,24,12877702,0,current
LN00406,CU00290,salary_advance,salaried,Binh Duong,2026-03-08,6000000,23.4,24,5320279,0,current
LN00407,CU00102,personal_loan,salaried,Can Tho,2024-11-22,188000000,17.2,6,60003657,0,current
LN00408,CU00014,personal_loan,salaried,Can Tho,2024-12-26,154000000,18.6,18,53892172,0,current
LN00409,CU00060,salary_advance,self_employed,HCMC,2026-02-19,8000000,24.0,24,7071189,0,current
LN00410,CU00539,consumer_durable,salaried,HCMC,2026-02-28,11000000,15.7,12,8765172,0,current
LN00411,CU00438,consumer_durable,gig_worker,Da Nang,2024-10-17,28000000,27.8,36,16439339,0,current
LN00412,CU00323,salary_advance,salaried,HCMC,2025-03-26,5000000,23.6,36,3488768,0,current
LN00413,CU00564,motorbike_loan,gig_worker,Dong Nai,2025-03-15,42000000,25.0,36,27680616,0,current
LN00414,CU00220,salary_advance,gig_worker,HCMC,2025-02-07,3000000,31.7,36,2191305,86,overdue
LN00415,CU00160,salary_advance,gig_worker,HCMC,2025-08-02,12000000,30.7,12,5622851,0,current
LN00416,CU00495,personal_loan,self_employed,Hanoi,2025-09-15,85000000,21.2,12,34356638,0,current
LN00417,CU00343,personal_loan,self_employed,Binh Duong,2024-09-28,44000000,14.7,36,25602660,0,current
LN00418,CU00327,personal_loan,salaried,Binh Duong,2026-01-08,78000000,25.4,24,67898168,0,current
LN00419,CU00093,motorbike_loan,self_employed,HCMC,2025-09-27,18000000,32.0,24,12593183,0,current
LN00420,CU00134,personal_loan,salaried,HCMC,2025-12-27,106000000,27.4,36,94815873,65,overdue
LN00421,CU00590,consumer_durable,salaried,Hanoi,2025-04-02,11000000,25.1,36,8011979,56,overdue
LN00422,CU00453,personal_loan,salaried,Can Tho,2025-05-20,68000000,25.8,18,37730837,0,current
LN00423,CU00295,motorbike_loan,gig_worker,Hanoi,2025-09-14,58000000,27.6,6,20592975,166,npl
LN00424,CU00265,personal_loan,salaried,Can Tho,2025-02-05,140000000,27.3,12,44587124,0,current
LN00425,CU00633,motorbike_loan,gig_worker,Can Tho,2024-06-26,39000000,23.5,18,12943013,0,current
LN00426,CU00237,personal_loan,gig_worker,Hanoi,2026-03-04,119000000,29.3,18,100243360,288,npl
LN00427,CU00023,salary_advance,self_employed,Hanoi,2025-06-22,4000000,17.4,36,2794013,0,current
LN00428,CU00514,personal_loan,salaried,Dong Nai,2024-12-26,120000000,26.3,18,23656196,0,current
LN00429,CU00628,personal_loan,salaried,HCMC,2025-04-10,27000000,16.7,24,13411329,49,overdue
LN00430,CU00595,salary_advance,salaried,Can Tho,2024-10-02,12000000,19.9,36,7648607,0,current
LN00431,CU00162,motorbike_loan,gig_worker,Binh Duong,2025-06-29,60000000,21.7,12,12562901,0,current
LN00432,CU00422,personal_loan,gig_worker,Da Nang,2026-01-10,67000000,14.5,18,49281240,0,current
LN00433,CU00632,personal_loan,gig_worker,Binh Duong,2024-07-28,90000000,15.9,12,35056864,0,current
LN00434,CU00481,personal_loan,salaried,Da Nang,2025-09-16,79000000,15.4,24,61787620,0,current
LN00435,CU00423,consumer_durable,gig_worker,Hanoi,2024-12-24,10000000,18.1,24,3583806,229,npl
LN00436,CU00438,personal_loan,salaried,Can Tho,2025-10-14,36000000,22.8,18,22746060,0,current
LN00437,CU00040,motorbike_loan,self_employed,HCMC,2025-04-17,40000000,24.3,36,28298668,0,current
LN00438,CU00646,motorbike_loan,gig_worker,Hanoi,2026-03-29,48000000,31.7,6,34830713,0,current
LN00439,CU00475,salary_advance,salaried,HCMC,2025-07-04,9000000,19.3,6,1116169,0,current
LN00440,CU00605,consumer_durable,self_employed,Hanoi,2026-01-16,27000000,16.4,24,23717770,323,npl
LN00441,CU00650,salary_advance,gig_worker,Dong Nai,2026-02-08,13000000,30.3,12,9154817,15,overdue
LN00442,CU00154,motorbike_loan,salaried,Da Nang,2024-12-04,25000000,20.9,12,877472,0,current
LN00443,CU00135,personal_loan,self_employed,HCMC,2026-03-20,127000000,27.8,24,119427495,0,current
LN00444,CU00603,salary_advance,self_employed,HCMC,2026-04-29,11000000,28.5,36,10708780,0,current
LN00445,CU00190,consumer_durable,salaried,Hanoi,2024-09-03,12000000,19.0,36,5503660,0,current
LN00446,CU00183,personal_loan,salaried,Can Tho,2026-04-08,190000000,20.0,6,150757872,0,current
LN00447,CU00389,personal_loan,self_employed,HCMC,2024-09-09,166000000,27.5,18,4549739,39,overdue
LN00448,CU00215,consumer_durable,gig_worker,Binh Duong,2026-03-06,9000000,26.5,18,7902474,0,current
LN00449,CU00266,consumer_durable,salaried,Da Nang,2024-08-05,20000000,26.4,18,4583571,0,current
LN00450,CU00298,motorbike_loan,salaried,Dong Nai,2025-12-30,51000000,27.1,24,42531856,79,overdue
LN00451,CU00218,salary_advance,salaried,HCMC,2024-08-09,12000000,32.0,24,5199834,0,current
LN00452,CU00406,personal_loan,salaried,HCMC,2026-03-03,98000000,19.8,6,66368799,0,current
LN00453,CU00494,consumer_durable,salaried,Da Nang,2025-11-13,15000000,22.6,24,11554118,0,current
LN00454,CU00569,personal_loan,gig_worker,Hanoi,2025-06-02,138000000,29.0,18,62010110,0,current
LN00455,CU00585,motorbike_loan,self_employed,HCMC,2025-05-14,24000000,20.1,24,12942143,0,current
LN00456,CU00463,motorbike_loan,salaried,HCMC,2025-06-30,35000000,18.9,6,7041237,0,current
LN00457,CU00513,consumer_durable,self_employed,Hanoi,2025-11-13,30000000,28.0,6,6674710,338,npl
LN00458,CU00038,personal_loan,self_employed,Hanoi,2024-11-21,99000000,29.7,36,55900997,0,current
LN00459,CU00320,motorbike_loan,self_employed,Can Tho,2026-05-07,17000000,29.7,18,16256957,357,npl
LN00460,CU00280,personal_loan,self_employed,Binh Duong,2025-10-09,102000000,19.0,18,60786793,0,current
LN00461,CU00291,personal_loan,salaried,HCMC,2024-08-12,163000000,23.8,36,90543478,0,current
LN00462,CU00611,motorbike_loan,salaried,HCMC,2025-05-30,43000000,14.5,6,15378056,55,overdue
LN00463,CU00477,salary_advance,self_employed,Can Tho,2025-02-09,8000000,28.7,36,5754957,0,current
LN00464,CU00148,motorbike_loan,gig_worker,HCMC,2025-01-17,44000000,25.6,24,20878928,0,current
LN00465,CU00116,salary_advance,gig_worker,Da Nang,2025-04-05,8000000,28.2,18,3138495,334,npl
LN00466,CU00310,motorbike_loan,salaried,Hanoi,2025-05-20,51000000,15.9,6,13752257,0,current
LN00467,CU00442,motorbike_loan,salaried,Hanoi,2024-08-14,50000000,20.9,18,15835237,0,current
LN00468,CU00611,consumer_durable,self_employed,Hanoi,2024-10-31,10000000,26.1,36,5066864,0,current
LN00469,CU00507,motorbike_loan,gig_worker,Da Nang,2025-11-12,40000000,16.0,36,32933598,0,current
LN00470,CU00201,motorbike_loan,salaried,HCMC,2025-12-20,55000000,27.6,12,37097734,79,overdue
LN00471,CU00131,personal_loan,salaried,Dong Nai,2025-07-04,131000000,24.5,36,91189626,0,current
LN00472,CU00605,salary_advance,gig_worker,HCMC,2026-03-18,8000000,16.0,18,7158869,0,current
LN00473,CU00369,motorbike_loan,salaried,Hanoi,2025-04-16,49000000,17.1,12,15910753,0,current
LN00474,CU00448,consumer_durable,gig_worker,HCMC,2024-06-24,5000000,25.7,12,557321,0,current
LN00475,CU00461,salary_advance,salaried,HCMC,2025-03-12,9000000,25.2,24,4478816,0,current
LN00476,CU00376,motorbike_loan,salaried,HCMC,2026-05-04,46000000,26.8,18,44046699,0,current
LN00477,CU00287,personal_loan,self_employed,HCMC,2025-04-29,48000000,15.4,36,30780518,0,current
LN00478,CU00594,motorbike_loan,gig_worker,HCMC,2026-02-10,45000000,25.9,6,18791111,0,current
LN00479,CU00302,personal_loan,salaried,HCMC,2026-04-30,140000000,24.3,18,134023505,0,current
LN00480,CU00299,personal_loan,gig_worker,HCMC,2025-07-04,164000000,22.5,12,39352018,0,current
LN00481,CU00264,consumer_durable,salaried,Can Tho,2026-02-16,7000000,19.0,12,5518941,0,current
LN00482,CU00186,personal_loan,salaried,HCMC,2024-09-13,58000000,28.5,18,5045357,0,current
LN00483,CU00451,consumer_durable,salaried,Dong Nai,2026-02-14,9000000,27.5,24,7978334,0,current
LN00484,CU00309,consumer_durable,self_employed,HCMC,2025-05-23,13000000,28.8,6,4328477,0,current
LN00485,CU00296,motorbike_loan,gig_worker,Dong Nai,2025-09-14,58000000,22.5,12,26595828,0,current
LN00486,CU00280,salary_advance,self_employed,Hanoi,2024-11-15,11000000,25.5,24,3648475,0,current
LN00487,CU00200,personal_loan,salaried,HCMC,2024-07-10,169000000,26.2,12,17960410,0,current
LN00488,CU00457,motorbike_loan,gig_worker,Can Tho,2025-06-25,15000000,29.0,6,3532507,0,current
LN00489,CU00123,motorbike_loan,salaried,Binh Duong,2026-04-07,54000000,30.9,12,45178239,0,current
LN00490,CU00465,personal_loan,salaried,Da Nang,2024-07-17,164000000,17.3,18,34967714,0,current
LN00491,CU00062,salary_advance,salaried,HCMC,2024-06-27,15000000,15.3,6,3703205,0,current
LN00492,CU00442,personal_loan,salaried,Binh Duong,2026-03-01,145000000,17.2,24,133338879,0,current
LN00493,CU00153,personal_loan,gig_worker,Can Tho,2025-08-19,46000000,24.3,18,25049418,345,npl
LN00494,CU00503,consumer_durable,salaried,HCMC,2025-04-07,27000000,30.3,36,20684444,0,current
LN00495,CU00368,motorbike_loan,self_employed,Hanoi,2026-03-01,29000000,31.2,24,26649254,0,current
LN00496,CU00208,personal_loan,salaried,Hanoi,2024-07-18,43000000,15.4,24,5740198,0,current
LN00497,CU00449,personal_loan,salaried,HCMC,2025-10-28,96000000,25.4,18,66334880,0,current
LN00498,CU00461,consumer_durable,salaried,HCMC,2024-09-11,17000000,28.3,18,3402147,0,current
LN00499,CU00550,salary_advance,salaried,HCMC,2025-05-31,6000000,28.5,36,4433303,0,current
LN00500,CU00134,personal_loan,gig_worker,Da Nang,2026-04-04,56000000,22.5,36,54076335,0,current
LN00501,CU00631,personal_loan,gig_worker,Can Tho,2026-02-01,136000000,15.2,6,77459083,0,current
LN00502,CU00047,personal_loan,salaried,Binh Duong,2025-03-26,103000000,23.8,18,28130491,0,current
LN00503,CU00137,motorbike_loan,salaried,Hanoi,2025-12-18,25000000,24.0,24,21367407,0,current
LN00504,CU00291,personal_loan,self_employed,Binh Duong,2025-12-01,24000000,14.1,6,2815284,0,current
LN00505,CU00512,motorbike_loan,self_employed,Binh Duong,2026-01-02,24000000,23.4,24,20521492,86,overdue
LN00506,CU00634,motorbike_loan,gig_worker,HCMC,2025-07-07,41000000,18.2,6,219702,0,current
LN00507,CU00164,motorbike_loan,self_employed,Binh Duong,2025-09-29,55000000,19.0,12,31347372,61,overdue
LN00508,CU00551,consumer_durable,self_employed,HCMC,2025-07-24,13000000,25.1,24,9656145,0,current
LN00509,CU00334,personal_loan,self_employed,Binh Duong,2026-01-13,38000000,24.7,18,31517820,0,current
LN00510,CU00149,personal_loan,salaried,HCMC,2025-09-11,125000000,15.3,36,100194903,0,current
LN00511,CU00583,personal_loan,salaried,Da Nang,2025-04-24,54000000,25.4,18,27445510,0,current
LN00512,CU00627,personal_loan,gig_worker,HCMC,2025-01-27,127000000,18.0,18,32009148,0,current
LN00513,CU00286,salary_advance,self_employed,Da Nang,2025-09-18,10000000,29.5,12,4422451,0,current
LN00514,CU00006,personal_loan,gig_worker,Hanoi,2025-08-31,103000000,30.1,36,77803600,0,current
LN00515,CU00572,motorbike_loan,gig_worker,HCMC,2024-12-11,42000000,22.6,6,9198985,0,current
LN00516,CU00166,consumer_durable,salaried,Can Tho,2025-09-30,14000000,25.7,6,5510791,0,current
LN00517,CU00642,consumer_durable,self_employed,Binh Duong,2026-04-17,29000000,29.7,24,28185609,0,current
LN00518,CU00628,motorbike_loan,gig_worker,Can Tho,2026-02-28,59000000,14.6,24,52353980,0,current
LN00519,CU00477,motorbike_loan,self_employed,Binh Duong,2026-02-18,36000000,23.3,18,30268853,278,npl
LN00520,CU00117,motorbike_loan,salaried,Hanoi,2024-10-16,19000000,27.9,12,142487,0,current
LN00521,CU00464,motorbike_loan,self_employed,Binh Duong,2025-10-09,35000000,23.1,24,26706655,267,npl
LN00522,CU00090,motorbike_loan,salaried,Da Nang,2024-11-13,49000000,25.2,6,15908269,0,current
LN00523,CU00643,personal_loan,salaried,Dong Nai,2026-02-22,47000000,26.5,24,43121329,0,current
LN00524,CU00533,personal_loan,self_employed,Hanoi,2025-12-27,141000000,27.3,6,56798710,30,overdue
LN00525,CU00136,motorbike_loan,salaried,Hanoi,2024-07-19,46000000,26.5,36,23132431,0,current
LN00526,CU00171,salary_advance,self_employed,Hanoi,2025-09-21,15000000,29.2,12,7587516,0,current
