disbursement_date,customer_id,disbursement_amount_vnd,status,product,region
2026-04-18,C001548,38336414,success,BNPL,North
2026-04-18,C001549,59719577,success,BNPL,North
2026-04-18,C001550,50043496,success,AutoLoan,Central
2026-04-18,C001551,42676610,success,AutoLoan,South
2026-04-18,C001552,10344653,success,AutoLoan,Central
2026-04-18,C001553,75058554,success,CreditLine,Central
2026-04-18,C001554,21135136,pending,CreditLine,Central
2026-04-18,C001555,26249829,failed,CashLoan,Central
2026-04-18,C001556,53333619,failed,BNPL,North
2026-04-18,C001557,54419530,success,CreditLine,North
2026-04-18,C001558,34217079,success,CreditLine,South
2026-04-19,C001559,73542039,success,CreditLine,South
2026-04-19,C001560,20005391,success,AutoLoan,North
2026-04-19,C001561,38033357,success,CreditLine,Central
2026-04-19,C001562,57049435,success,BNPL,North
2026-04-19,C001563,55386327,success,CashLoan,South
2026-04-19,C001564,37399594,failed,CreditLine,North
2026-04-19,C001565,73627842,success,CashLoan,South
2026-04-19,C001566,72522388,success,BNPL,North
2026-04-19,C001567,28265058,success,AutoLoan,North
2026-04-19,C001568,55382733,failed,AutoLoan,North
2026-04-19,C001569,72214480,success,CashLoan,Central
2026-04-19,C001570,13159714,success,AutoLoan,South
2026-04-19,C001571,7445732,success,CreditLine,South
2026-04-19,C001572,4676325,success,CashLoan,South
2026-04-19,C001573,19778400,success,CashLoan,Central
2026-04-19,C001574,29528722,success,CashLoan,North
2026-04-20,C001575,39349482,success,AutoLoan,North
2026-04-20,C001576,62210848,pending,AutoLoan,Central
2026-04-20,C001577,79449958,success,AutoLoan,Central
2026-04-20,C001578,31924706,failed,BNPL,South
2026-04-20,C001579,69242066,success,BNPL,South
2026-04-20,C001580,33265514,success,BNPL,North
2026-04-20,C001581,61225814,success,AutoLoan,South
2026-04-20,C001582,58370236,success,AutoLoan,North
2026-04-20,C001583,22058426,success,BNPL,Central
2026-04-20,C001584,17512994,failed,CashLoan,North
2026-04-20,C001585,65329820,success,CashLoan,North
2026-04-20,C001586,18868284,success,CashLoan,Central
2026-04-20,C001587,49029437,failed,CashLoan,North
2026-04-20,C001588,60021663,success,AutoLoan,North
2026-04-20,C001589,44561505,pending,CashLoan,North
2026-04-20,C001590,41799980,success,BNPL,South
2026-04-20,C001591,47360495,success,CreditLine,North
2026-04-20,C001592,26235861,success,BNPL,Central
2026-04-20,C001593,26138573,success,BNPL,South
2026-04-20,C001594,55263759,success,AutoLoan,North
2026-04-20,C001595,77866348,success,AutoLoan,South
2026-04-20,C001596,27542553,success,AutoLoan,North
2026-04-20,C001597,26091414,success,AutoLoan,North
2026-04-20,C001598,68399251,success,BNPL,Central
2026-04-20,C001599,73435070,success,AutoLoan,Central
2026-04-20,C001600,45911080,success,AutoLoan,North
2026-04-20,C001601,22634664,success,CashLoan,Central
2026-04-20,C001602,68229270,success,BNPL,North
2026-04-20,C001603,23671542,failed,CashLoan,North
2026-04-20,C001604,17488573,pending,BNPL,Central
2026-04-20,C001605,19084459,success,CreditLine,North
2026-04-20,C001606,19309198,success,CashLoan,South
2026-04-20,C001607,79967044,success,BNPL,South
2026-04-20,C001608,49538918,success,AutoLoan,North
2026-04-20,C001609,45510105,pending,CreditLine,Central
2026-04-20,C001610,38901285,success,CreditLine,Central
2026-04-20,C001611,23140245,success,AutoLoan,Central
2026-04-20,C001612,10592833,failed,AutoLoan,Central
2026-04-20,C001613,73403448,success,CreditLine,Central
2026-04-20,C001614,6520089,success,BNPL,North
2026-04-20,C001615,23079606,success,AutoLoan,Central
2026-04-20,C001616,14735678,success,BNPL,Central
2026-04-20,C001617,46873792,success,AutoLoan,South
2026-04-20,C001618,53404813,failed,CreditLine,Central
2026-04-20,C001619,61778768,success,AutoLoan,Central
2026-04-20,C001620,15953990,success,BNPL,North
2026-04-20,C001621,58464141,success,BNPL,South
2026-04-20,C001622,79254912,success,CashLoan,North
2026-04-20,C001623,75779484,failed,CashLoan,North
2026-04-20,C001624,34754201,success,BNPL,North
2026-04-20,C001625,57452056,success,BNPL,South
2026-04-21,C001626,7654659,success,AutoLoan,South
2026-04-21,C001627,40564787,success,AutoLoan,North
2026-04-21,C001628,4287913,failed,CreditLine,South
2026-04-21,C001629,78265909,success,AutoLoan,North
2026-04-21,C001630,11240265,success,BNPL,North
2026-04-21,C001631,17778768,success,CreditLine,Central
2026-04-21,C001632,23584004,success,CashLoan,Central
2026-04-21,C001633,76865930,success,BNPL,South
2026-04-21,C001634,20391008,failed,CashLoan,South
2026-04-21,C001635,79358952,success,CashLoan,North
2026-04-21,C001636,34206428,success,AutoLoan,North
2026-04-21,C001637,52029601,failed,BNPL,North
2026-04-21,C001638,41489096,success,CreditLine,South
2026-04-21,C001639,78254350,success,CashLoan,North
2026-04-21,C001640,19279113,failed,AutoLoan,Central
2026-04-21,C001641,6585271,success,CreditLine,South
2026-04-21,C001642,46390259,success,BNPL,Central
2026-04-21,C001643,4205673,success,BNPL,South
2026-04-21,C001644,66209483,success,CreditLine,North
2026-04-21,C001645,46424781,success,AutoLoan,South
2026-04-21,C001646,72032484,success,AutoLoan,South
2026-04-21,C001647,13776195,failed,CashLoan,South
2026-04-21,C001648,60400155,success,CashLoan,North
2026-04-21,C001649,36655795,success,CreditLine,South
2026-04-21,C001650,62213435,success,AutoLoan,Central
2026-04-21,C001651,5281175,success,AutoLoan,Central
2026-04-21,C001652,20566656,success,AutoLoan,Central
2026-04-21,C001653,17301814,success,AutoLoan,North
2026-04-21,C001654,62456890,success,BNPL,South
2026-04-21,C001655,8660014,success,BNPL,Central
2026-04-21,C001656,57799140,success,BNPL,South
2026-04-21,C001657,33000892,success,CashLoan,North
2026-04-21,C001658,3400032,success,AutoLoan,Central
2026-04-21,C001659,61623679,success,BNPL,North
2026-04-21,C001660,17429167,success,AutoLoan,North
2026-04-21,C001661,5022166,success,CashLoan,South
2026-04-21,C001662,49049372,success,AutoLoan,North
2026-04-21,C001663,25472246,success,CashLoan,South
2026-04-21,C001664,72387475,success,BNPL,South
2026-04-21,C001665,32316365,success,CreditLine,Central
2026-04-21,C001666,23667323,success,CashLoan,North
2026-04-21,C001667,36470072,success,CreditLine,Central
2026-04-22,C001668,30806618,success,AutoLoan,South
2026-04-22,C001669,50483496,success,CashLoan,North
2026-04-22,C001670,26458665,success,CreditLine,South
2026-04-22,C001671,32251526,success,AutoLoan,Central
2026-04-22,C001672,36157449,success,BNPL,Central
2026-04-22,C001673,27691216,failed,BNPL,Central
2026-04-22,C001674,27192112,success,CreditLine,Central
2026-04-22,C001675,59585326,success,AutoLoan,South
2026-04-22,C001676,63212026,success,AutoLoan,Central
2026-04-22,C001677,65870077,success,CreditLine,North
2026-04-22,C001678,74769170,success,BNPL,South
2026-04-22,C001679,62106578,success,AutoLoan,South
2026-04-22,C001680,19142926,success,CashLoan,Central
2026-04-22,C001681,54819279,success,CreditLine,North
2026-04-22,C001682,22456489,success,AutoLoan,Central
2026-04-22,C001683,8695315,success,AutoLoan,South
2026-04-22,C001684,33861992,success,AutoLoan,South
2026-04-22,C001685,5830917,success,CashLoan,North
2026-04-22,C001686,62209461,success,CreditLine,North
2026-04-22,C001687,52818988,success,AutoLoan,Central
2026-04-22,C001688,77360191,success,CashLoan,North
2026-04-22,C001689,10592705,success,BNPL,Central
2026-04-22,C001690,31807206,success,BNPL,Central
2026-04-22,C001691,79823109,success,CashLoan,Central
2026-04-22,C001692,35030107,success,CashLoan,South
2026-04-22,C001693,13908988,success,CreditLine,Central
2026-04-22,C001694,63388789,success,AutoLoan,Central
2026-04-22,C001695,39664514,success,AutoLoan,Central
2026-04-22,C001696,8172424,success,CashLoan,North
2026-04-22,C001697,68386860,success,CashLoan,South
2026-04-22,C001698,64603859,failed,BNPL,South
2026-04-22,C001699,16432898,success,CreditLine,South
2026-04-22,C001700,35830442,success,BNPL,Central
2026-04-22,C001701,51491544,success,AutoLoan,Central
2026-04-22,C001702,5247805,success,BNPL,Central
2026-04-22,C001703,48599643,success,CashLoan,South
2026-04-22,C001704,19539300,success,CashLoan,South
2026-04-22,C001705,10834907,success,BNPL,Central
2026-04-22,C001706,28100838,success,CashLoan,Central
2026-04-22,C001707,54644009,success,CreditLine,South
2026-04-22,C001708,32925223,success,CashLoan,Central
2026-04-22,C001709,30102839,success,BNPL,South
2026-04-22,C001710,57361103,success,CashLoan,South
2026-04-22,C001711,13313978,success,BNPL,Central
2026-04-22,C001712,12005065,success,BNPL,South
2026-04-22,C001713,32911671,success,BNPL,South
2026-04-22,C001714,32545667,success,AutoLoan,South
2026-04-23,C001715,73775396,success,BNPL,Central
2026-04-23,C001716,25240277,success,CreditLine,Central
2026-04-23,C001717,50694568,success,CashLoan,Central
2026-04-23,C001718,13513173,success,AutoLoan,Central
2026-04-23,C001719,55721643,success,AutoLoan,Central
2026-04-23,C001720,15878518,success,CashLoan,North
2026-04-23,C001721,25490923,success,BNPL,South
2026-04-23,C001722,25227613,pending,AutoLoan,South
2026-04-23,C001723,60173905,pending,AutoLoan,South
2026-04-23,C001724,42332060,success,CashLoan,Central
2026-04-23,C001725,62683703,success,CashLoan,South
2026-04-23,C001726,36985226,success,AutoLoan,North
2026-04-23,C001727,59671129,success,BNPL,Central
2026-04-23,C001728,70360358,success,AutoLoan,Central
2026-04-23,C001729,29840427,success,AutoLoan,North
2026-04-23,C001730,62723637,success,BNPL,South
2026-04-23,C001731,48270140,success,AutoLoan,North
2026-04-23,C001732,50443642,success,BNPL,North
2026-04-23,C001733,46895724,success,CreditLine,South
2026-04-23,C001734,44485178,success,CreditLine,Central
2026-04-23,C001735,47100639,success,CashLoan,North
2026-04-23,C001736,77133443,success,CashLoan,Central
2026-04-23,C001737,69762664,success,BNPL,North
2026-04-23,C001738,14260745,success,BNPL,South
2026-04-23,C001739,33237957,success,CreditLine,South
2026-04-23,C001740,34895331,success,CashLoan,South
2026-04-23,C001741,64184094,pending,CashLoan,Central
2026-04-23,C001742,42702237,success,CreditLine,Central
2026-04-23,C001743,76169564,success,CashLoan,South
2026-04-23,C001744,10171907,success,CreditLine,North
2026-04-23,C001745,64267200,success,BNPL,Central
2026-04-23,C001746,66513268,success,CreditLine,Central
2026-04-23,C001747,66782458,success,BNPL,South
2026-04-23,C001748,68636538,success,CashLoan,North
2026-04-23,C001749,10667255,success,CashLoan,North
2026-04-23,C001750,74566331,success,AutoLoan,Central
2026-04-23,C001751,3052046,success,BNPL,South
2026-04-23,C001752,73024355,success,CreditLine,North
2026-04-23,C001753,70330599,success,CashLoan,South
2026-04-23,C001754,30753524,success,CreditLine,South
2026-04-23,C001755,72592620,success,CashLoan,Central
2026-04-23,C001756,51171529,failed,BNPL,Central
2026-04-23,C001757,53472362,failed,CashLoan,North
2026-04-24,C001758,9001281,success,BNPL,South
2026-04-24,C001759,55358669,success,CashLoan,South
2026-04-24,C001760,29455209,success,AutoLoan,South
2026-04-24,C001761,13177486,success,BNPL,Central
2026-04-24,C001762,9878493,success,CashLoan,Central
2026-04-24,C001763,31302250,success,BNPL,Central
2026-04-24,C001764,62556457,pending,BNPL,South
2026-04-24,C001765,79456391,success,CashLoan,South
2026-04-24,C001766,46373423,success,BNPL,Central
2026-04-24,C001767,30041454,success,BNPL,Central
2026-04-24,C001768,50437852,success,BNPL,North
2026-04-24,C001769,72037656,success,CashLoan,South
2026-04-24,C001770,59210704,success,AutoLoan,Central
2026-04-24,C001771,63912902,success,CreditLine,South
2026-04-24,C001772,9487151,success,CreditLine,South
2026-04-24,C001773,5065479,success,CreditLine,North
2026-04-24,C001774,42866682,success,BNPL,South
2026-04-24,C001775,33164828,success,CashLoan,North
2026-04-24,C001776,41106354,success,BNPL,Central
2026-04-24,C001777,52132339,success,CashLoan,Central
2026-04-24,C001778,74912178,success,AutoLoan,South
2026-04-24,C001779,35406492,success,BNPL,Central
2026-04-24,C001780,76492879,pending,CashLoan,North
2026-04-24,C001781,48226989,success,CreditLine,North
2026-04-24,C001782,6066668,success,AutoLoan,South
2026-04-24,C001783,25059560,failed,AutoLoan,Central
2026-04-24,C001784,57039419,success,BNPL,Central
2026-04-24,C001785,9436974,success,BNPL,North
2026-04-24,C001786,44302043,success,CashLoan,Central
2026-04-24,C001787,56798042,failed,BNPL,North
2026-04-24,C001788,21824941,success,CashLoan,Central
2026-04-24,C001789,50146853,success,CreditLine,South
2026-04-24,C001790,60110400,failed,BNPL,North
2026-04-24,C001791,3975202,success,CashLoan,North
2026-04-24,C001792,41223795,success,CreditLine,North
2026-04-24,C001793,31633946,pending,CreditLine,South
2026-04-24,C001794,71253936,pending,CashLoan,Central
2026-04-24,C001795,65147304,success,CashLoan,Central
2026-04-25,C001796,47402178,success,AutoLoan,Central
2026-04-25,C001797,42330204,success,AutoLoan,South
2026-04-25,C001798,15849867,success,CreditLine,North
2026-04-25,C001799,71858668,failed,CashLoan,North
2026-04-25,C001800,60040057,success,CashLoan,North
2026-04-25,C001801,21830461,success,CreditLine,Central
2026-04-25,C001802,73857443,success,CashLoan,South
2026-04-25,C001803,64839892,failed,AutoLoan,North
2026-04-25,C001804,27778755,success,CreditLine,Central
2026-04-25,C001805,66601768,success,CreditLine,North
2026-04-25,C001806,41657152,success,BNPL,North
2026-04-25,C001807,64934027,success,AutoLoan,North
2026-04-25,C001808,70528325,success,CreditLine,Central
2026-04-25,C001809,9651685,success,CashLoan,Central
2026-04-25,C001810,18451678,success,CreditLine,South
2026-04-25,C001811,50949249,success,CreditLine,South
2026-04-25,C001812,77833046,pending,BNPL,South
2026-04-25,C001813,72334133,pending,BNPL,North
2026-04-25,C001814,3491096,success,CashLoan,North
2026-04-25,C001815,44698980,success,CashLoan,Central
2026-04-25,C001816,3112577,success,AutoLoan,South
2026-04-26,C001817,11004074,success,BNPL,Central
2026-04-26,C001818,40886223,success,BNPL,South
2026-04-26,C001819,24546545,success,BNPL,South
2026-04-26,C001820,34805373,success,AutoLoan,South
2026-04-26,C001821,9537486,success,BNPL,South
2026-04-26,C001822,66137142,success,CashLoan,Central
2026-04-26,C001823,54008182,success,BNPL,Central
2026-04-26,C001824,23096302,success,AutoLoan,South
2026-04-26,C001825,67056287,success,CreditLine,Central
2026-04-26,C001826,23940602,success,BNPL,North
2026-04-26,C001827,63055147,success,CashLoan,North
2026-04-26,C001828,11135646,success,AutoLoan,Central
2026-04-26,C001829,34301466,success,CreditLine,North
2026-04-26,C001830,37797614,success,CreditLine,North
2026-04-26,C001831,9962408,failed,CreditLine,South
2026-04-26,C001832,56659604,success,BNPL,Central
2026-04-26,C001833,14420932,failed,BNPL,Central
2026-04-26,C001834,33510823,success,CreditLine,Central
2026-04-26,C001835,66146900,success,CashLoan,Central
2026-04-26,C001836,68804300,success,BNPL,North
2026-04-26,C001837,38577330,success,CashLoan,North
2026-04-27,C001838,63133919,success,BNPL,North
2026-04-27,C001839,66422852,success,CashLoan,South
2026-04-27,C001840,48131143,success,CashLoan,North
2026-04-27,C001841,18226775,success,AutoLoan,North
2026-04-27,C001842,10082355,success,CashLoan,North
2026-04-27,C001843,75555610,success,BNPL,South
2026-04-27,C001844,36353041,failed,AutoLoan,Central
2026-04-27,C001845,5270136,failed,AutoLoan,North
2026-04-27,C001846,30253630,success,CreditLine,Central
2026-04-27,C001847,37342880,success,CashLoan,South
2026-04-27,C001848,50676594,success,CreditLine,Central
2026-04-27,C001849,34723399,success,AutoLoan,North
2026-04-27,C001850,9754559,success,BNPL,Central
2026-04-27,C001851,18358251,success,BNPL,South
2026-04-27,C001852,79544720,success,CashLoan,Central
2026-04-27,C001853,63207514,success,AutoLoan,South
2026-04-27,C001854,63170503,success,CreditLine,Central
2026-04-27,C001855,23823547,success,CreditLine,South
2026-04-27,C001856,19864554,pending,CreditLine,North
2026-04-27,C001857,65266349,success,CreditLine,South
2026-04-27,C001858,79969642,success,CashLoan,North
2026-04-27,C001859,53578560,success,CashLoan,North
2026-04-27,C001860,47328292,success,CreditLine,North
2026-04-27,C001861,16559728,success,CreditLine,South
2026-04-27,C001862,56717245,success,CashLoan,South
2026-04-27,C001863,56943181,success,BNPL,South
2026-04-27,C001864,76024374,success,CreditLine,North
2026-04-27,C001865,40763604,success,CashLoan,North
2026-04-27,C001866,49328034,success,AutoLoan,North
2026-04-27,C001867,28543517,success,BNPL,North
2026-04-27,C001868,29238446,success,CreditLine,North
2026-04-27,C001869,4687293,success,BNPL,North
2026-04-27,C001870,68179028,success,CashLoan,Central
2026-04-27,C001871,57249426,success,AutoLoan,South
2026-04-27,C001872,10779477,success,CreditLine,North
2026-04-27,C001873,78141271,failed,AutoLoan,South
2026-04-28,C001874,52986880,success,CreditLine,North
2026-04-28,C001875,54245938,success,AutoLoan,Central
2026-04-28,C001876,59517612,success,BNPL,North
2026-04-28,C001877,59119983,failed,AutoLoan,South
2026-04-28,C001878,5493471,success,CreditLine,South
2026-04-28,C001879,20008934,success,CashLoan,Central
2026-04-28,C001880,13829539,pending,CashLoan,North
2026-04-28,C001881,29704379,success,BNPL,South
2026-04-28,C001882,71169659,success,CreditLine,Central
2026-04-28,C001883,3877462,success,BNPL,South
2026-04-28,C001884,8220198,success,CashLoan,South
2026-04-28,C001885,3098649,success,AutoLoan,South
2026-04-28,C001886,35313298,success,AutoLoan,Central
2026-04-28,C001887,70896340,success,AutoLoan,North
2026-04-28,C001888,66818137,success,BNPL,North
2026-04-28,C001889,37749131,success,CreditLine,North
2026-04-28,C001890,27541201,success,CashLoan,Central
2026-04-28,C001891,16098100,success,BNPL,South
2026-04-28,C001892,8775186,success,CreditLine,South
2026-04-28,C001893,78866259,success,CashLoan,Central
2026-04-28,C001894,75568053,success,AutoLoan,North
2026-04-28,C001895,7123792,success,BNPL,North
2026-04-28,C001896,34514549,success,CreditLine,South
2026-04-28,C001897,24677276,success,CashLoan,North
2026-04-28,C001898,33253470,success,AutoLoan,North
2026-04-28,C001899,7196873,success,AutoLoan,North
2026-04-28,C001900,25680307,success,AutoLoan,North
2026-04-28,C001901,10467991,success,BNPL,South
2026-04-28,C001902,25469482,success,AutoLoan,North
2026-04-28,C001903,26743211,success,AutoLoan,Central
2026-04-28,C001904,71905566,success,CashLoan,South
2026-04-28,C001905,44897704,success,CreditLine,Central
2026-04-28,C001906,31443928,success,CashLoan,Central
2026-04-28,C001907,36860012,success,BNPL,Central
2026-04-28,C001908,46446987,success,CashLoan,North
2026-04-28,C001909,54446870,success,AutoLoan,South
2026-04-28,C001910,20518482,success,AutoLoan,South
2026-04-28,C001911,35234669,success,AutoLoan,South
2026-04-28,C001912,70887347,success,CreditLine,North
2026-04-28,C001913,33399936,failed,CashLoan,South
2026-04-28,C001914,46983935,success,BNPL,North
2026-04-28,C001915,76092620,success,BNPL,North
2026-04-28,C001916,77856695,success,BNPL,North
2026-04-28,C001917,35599867,failed,AutoLoan,North
2026-04-28,C001918,79789730,success,BNPL,South
2026-04-28,C001919,22857249,failed,CashLoan,North
2026-04-28,C001920,32883634,success,CreditLine,Central
2026-04-28,C001921,43015989,success,AutoLoan,North
2026-04-28,C001922,34912064,success,CashLoan,North
2026-04-28,C001923,46326649,success,CreditLine,South
2026-04-28,C001924,70770455,success,CreditLine,Central
2026-04-28,C001925,53418650,success,AutoLoan,North
2026-04-29,C001926,34028994,success,AutoLoan,North
2026-04-29,C001927,33476041,success,BNPL,North
2026-04-29,C001928,60422736,success,CreditLine,North
2026-04-29,C001929,29015688,success,CreditLine,Central
2026-04-29,C001930,67899185,failed,CashLoan,North
2026-04-29,C001931,13347685,pending,AutoLoan,Central
2026-04-29,C001932,23745338,success,CashLoan,North
2026-04-29,C001933,37012178,success,AutoLoan,South
2026-04-29,C001934,69773550,success,BNPL,North
2026-04-29,C001935,26956478,success,AutoLoan,North
2026-04-29,C001936,63099765,success,CashLoan,North
2026-04-29,C001937,17842785,success,CashLoan,North
2026-04-29,C001938,5546470,success,CreditLine,South
2026-04-29,C001939,18331452,success,AutoLoan,South
2026-04-29,C001940,33564555,success,CashLoan,North
2026-04-29,C001941,31679940,success,AutoLoan,North
2026-04-29,C001942,76960069,success,CreditLine,Central
2026-04-29,C001943,15590548,success,CashLoan,Central
2026-04-29,C001944,5113687,success,BNPL,South
2026-04-29,C001945,63046920,success,BNPL,South
2026-04-29,C001946,20333627,success,CreditLine,South
2026-04-29,C001947,34532054,success,CashLoan,Central
2026-04-29,C001948,73186688,success,BNPL,South
2026-04-29,C001949,64666590,success,CreditLine,South
2026-04-29,C001950,64991588,success,CreditLine,Central
2026-04-29,C001951,71952189,success,AutoLoan,Central
2026-04-29,C001952,19802097,success,AutoLoan,South
2026-04-29,C001953,10878031,success,CreditLine,South
2026-04-29,C001954,52845343,success,CreditLine,Central
2026-04-29,C001955,55699811,success,CashLoan,Central
2026-04-29,C001956,79103794,success,CreditLine,Central
2026-04-29,C001957,23108311,failed,CreditLine,North
2026-04-29,C001958,14544555,pending,BNPL,North
2026-04-29,C001959,65018096,success,AutoLoan,South
2026-04-29,C001960,27608101,success,CashLoan,South
2026-04-29,C001961,41297707,success,CreditLine,Central
2026-04-29,C001962,34154114,failed,CashLoan,South
2026-04-29,C001963,57521309,success,BNPL,Central
2026-04-30,C001964,20121965,success,AutoLoan,South
2026-04-30,C001965,30604279,success,BNPL,South
2026-04-30,C001966,70490098,success,CreditLine,North
2026-04-30,C001967,39250127,failed,CreditLine,South
2026-04-30,C001968,65242477,pending,BNPL,South
2026-04-30,C001969,72268519,success,CashLoan,North
2026-04-30,C001970,30356821,pending,CreditLine,Central
2026-04-30,C001971,63682963,success,CreditLine,Central
2026-04-30,C001972,48088943,success,CashLoan,Central
2026-04-30,C001973,7133125,success,CashLoan,Central
2026-04-30,C001974,71485806,success,CashLoan,South
2026-04-30,C001975,32388529,success,AutoLoan,North
2026-04-30,C001976,70055384,success,BNPL,North
2026-04-30,C001977,29385581,success,AutoLoan,North
2026-04-30,C001978,27361526,failed,BNPL,North
2026-04-30,C001979,40543725,success,BNPL,Central
2026-04-30,C001980,51856420,success,AutoLoan,Central
2026-04-30,C001981,19122442,pending,BNPL,South
2026-04-30,C001982,61865247,success,CashLoan,North
2026-04-30,C001983,50314939,success,AutoLoan,Central
2026-04-30,C001984,36034959,success,AutoLoan,North
2026-04-30,C001985,5904849,success,CreditLine,North
2026-04-30,C001986,71684492,pending,BNPL,North
2026-04-30,C001987,55109606,success,BNPL,North
2026-04-30,C001988,56401405,success,CreditLine,North
2026-04-30,C001989,10908533,success,CreditLine,North
2026-04-30,C001990,8027100,success,CreditLine,Central
2026-04-30,C001991,38106326,success,CreditLine,Central
2026-04-30,C001992,71374001,success,CreditLine,Central
2026-04-30,C001993,30662318,success,BNPL,Central
2026-04-30,C001994,4472604,success,BNPL,North
2026-04-30,C001995,59523899,success,BNPL,North
2026-04-30,C001996,31227541,success,CashLoan,Central
2026-04-30,C001997,70493898,success,CashLoan,South
2026-04-30,C001998,79590377,success,CashLoan,South
2026-04-30,C001999,67381240,success,CashLoan,Central
2026-04-30,C002000,37212200,success,CreditLine,Central
2026-04-30,C002001,57043852,success,CashLoan,Central
2026-04-30,C002002,35407102,success,CreditLine,South
2026-04-30,C002003,49633843,success,AutoLoan,North
2026-04-30,C002004,42392028,success,CashLoan,Central
2026-04-30,C002005,11778966,success,AutoLoan,North
2026-04-30,C002006,49893139,pending,CreditLine,South
2026-04-30,C002007,77930218,success,AutoLoan,Central
2026-04-30,C002008,15348767,success,AutoLoan,North
2026-04-30,C002009,55991701,success,CreditLine,North
2026-04-30,C002010,3210825,failed,CashLoan,North
2026-04-30,C002011,67312876,failed,AutoLoan,North
2026-05-01,C002012,63023519,success,CashLoan,Central
2026-05-01,C002013,52613932,success,CreditLine,Central
2026-05-01,C002014,38749356,success,BNPL,North
2026-05-01,C002015,68623148,success,CreditLine,Central
2026-05-01,C002016,59867595,success,CashLoan,North
2026-05-01,C002017,68603901,success,BNPL,Central
2026-05-01,C002018,30529610,success,CreditLine,South
2026-05-01,C002019,10157251,success,BNPL,North
2026-05-01,C002020,33859868,success,CreditLine,Central
2026-05-01,C002021,56122487,success,AutoLoan,South
2026-05-01,C002022,71231539,success,CashLoan,North
2026-05-01,C002023,56605080,success,BNPL,North
2026-05-01,C002024,35034134,success,AutoLoan,South
2026-05-01,C002025,55236271,success,AutoLoan,Central
2026-05-01,C002026,50074598,failed,BNPL,Central
2026-05-01,C002027,73870644,success,AutoLoan,Central
2026-05-01,C002028,6539869,success,CreditLine,North
2026-05-01,C002029,57251749,failed,BNPL,South
2026-05-01,C002030,70232054,success,CashLoan,Central
2026-05-01,C002031,53951921,success,AutoLoan,Central
2026-05-01,C002032,54105719,success,AutoLoan,North
2026-05-01,C002033,67605542,success,CashLoan,North
2026-05-01,C002034,52541701,success,AutoLoan,Central
2026-05-01,C002035,69945003,success,AutoLoan,Central
2026-05-01,C002036,21548669,success,CashLoan,South
2026-05-01,C002037,20148402,success,AutoLoan,Central
2026-05-01,C002038,65916954,success,AutoLoan,Central
2026-05-01,C002039,64697119,success,CashLoan,Central
2026-05-01,C002040,37424245,success,AutoLoan,South
2026-05-01,C002041,53309721,success,AutoLoan,Central
2026-05-01,C002042,5759058,success,CashLoan,North
2026-05-01,C002043,63967312,success,CreditLine,South
2026-05-01,C002044,46299608,success,AutoLoan,Central
2026-05-01,C002045,30977370,success,BNPL,Central
2026-05-01,C002046,28561892,pending,AutoLoan,South
2026-05-01,C002047,53601874,failed,AutoLoan,North
2026-05-01,C002048,10502650,success,BNPL,North
2026-05-01,C002049,29284497,success,CreditLine,South
2026-05-01,C002050,43192851,failed,CashLoan,North
2026-05-01,C002051,72059538,success,BNPL,South
2026-05-01,C002052,60173338,success,CashLoan,Central
2026-05-01,C002053,50035585,success,CashLoan,Central
2026-05-01,C002054,19600391,success,CreditLine,North
2026-05-01,C002055,61300499,success,CashLoan,Central
2026-05-01,C002056,38218866,success,BNPL,Central
2026-05-01,C002057,3333997,failed,CashLoan,South
2026-05-01,C002058,75018737,success,AutoLoan,South
2026-05-01,C002059,63143275,success,BNPL,South
2026-05-01,C002060,65773799,success,AutoLoan,South
2026-05-01,C002061,49242043,success,AutoLoan,Central
2026-05-01,C002062,78421558,failed,BNPL,Central
2026-05-01,C002063,33635989,success,CreditLine,Central
2026-05-02,C002064,13639860,success,CreditLine,South
2026-05-02,C002065,45181059,success,BNPL,North
2026-05-02,C002066,19147877,failed,CreditLine,South
2026-05-02,C002067,29587605,failed,BNPL,South
2026-05-02,C002068,53056651,success,CreditLine,South
2026-05-02,C002069,11886204,success,AutoLoan,South
2026-05-02,C002070,46939140,failed,AutoLoan,South
2026-05-02,C002071,60585891,success,CreditLine,Central
2026-05-02,C002072,65239468,success,CashLoan,North
2026-05-02,C002073,32327014,success,CashLoan,North
2026-05-02,C002074,23557326,success,CreditLine,South
2026-05-02,C002075,22293197,success,CreditLine,North
2026-05-02,C002076,61026733,success,CreditLine,Central
2026-05-02,C002077,10890960,failed,BNPL,South
2026-05-02,C002078,52828197,success,BNPL,South
2026-05-02,C002079,63391652,failed,CreditLine,South
2026-05-02,C002080,54166004,success,AutoLoan,Central
2026-05-02,C002081,76666051,failed,CreditLine,South
2026-05-02,C002082,7142768,pending,CreditLine,North
2026-05-02,C002083,50783250,pending,AutoLoan,North
2026-05-02,C002084,73184451,failed,CreditLine,South
2026-05-02,C002085,45089365,success,BNPL,South
2026-05-03,C002086,25651684,success,CashLoan,North
2026-05-03,C002087,77110594,failed,CashLoan,Central
2026-05-03,C002088,6128835,success,CreditLine,North
2026-05-03,C002089,15391521,success,CashLoan,Central
2026-05-03,C002090,38907513,success,CashLoan,North
2026-05-03,C002091,74504374,success,CashLoan,South
2026-05-03,C002092,50401868,success,CreditLine,Central
2026-05-03,C002093,63822930,success,CreditLine,North
2026-05-03,C002094,63370421,success,BNPL,North
2026-05-03,C002095,43086684,success,BNPL,Central
